City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Grojec,PL,51.8625,20.8676,68.4,50,98,8.16,overcast clouds
700,Namibe,AO,-15.1961,12.1522,65.03,84,6,6.82,clear sky
701,Souillac,MU,-20.5167,57.5167,70.18,56,20,19.57,few clouds
702,Trelew,AR,-43.249,-65.3051,52.74,41,52,19.91,broken clouds
703,Weligama,LK,5.9667,80.4167,79.05,85,100,9.8,overcast clouds
704,Banjar,ID,-8.19,114.9675,74.43,90,2,4.52,clear sky
705,Bocas Del Toro,PA,9.3333,-82.25,82.81,69,89,6.96,overcast clouds
706,Volta Redonda,BR,-22.5231,-44.1042,86.22,38,94,5.84,overcast clouds
707,Mitsamiouli,KM,-11.3847,43.2844,77.34,70,10,7.94,clear sky
708,Tiznit,MA,29.5833,-9.5,80.83,51,66,4.94,broken clouds
709,Methoni,GR,36.8197,21.7049,85.21,62,0,7.58,clear sky
710,Kurumkan,RU,54.3,110.3,57.02,63,8,1.88,clear sky
711,Sayyan,YE,15.1718,44.3244,67.21,41,100,3.74,overcast clouds
712,Sao Felix Do Xingu,BR,-6.6447,-51.995,96.62,23,4,4.5,clear sky
713,Simbahan,PH,6.3032,120.5836,82.26,75,100,8.97,moderate rain
714,Huron,US,41.1501,-82.5499,72.72,93,100,11.65,moderate rain
715,Tapejara,BR,-28.0681,-52.0139,49.69,73,58,1.25,broken clouds
716,Kaoma,ZM,-14.7833,24.8,54.09,47,5,6.71,clear sky
